translation,label,predicted,output_llm
GIẾT HẾT BỌN THIỂU SỐ!,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: GIẾT HẾT BỌN THIỂU SỐ! [/INST] Explicit HS. This statement can be interpreted as a direct and explicit expression of anger or contempt towards those considered to be insufficient in number."
"Mỹ luôn tự hào là quốc gia của luật pháp, chứ không phải nơi tập hợp của những người nhập cư.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mỹ luôn tự hào là quốc gia của luật pháp, chứ không phải nơi tập hợp của những người nhập cư. [/INST] Non HS. The statement is not explicitly hateful or derogatory towards any specific group. It is making a general statement about a country."
"Nếu bạn từng đi thang máy, bạn sẽ thấy hầu hết thời gian thang máy bị chặn bởi một người tròn trịa, thấp bé.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu bạn từng đi thang máy, bạn sẽ thấy hầu hết thời gian thang máy bị chặn bởi một người tròn trịa, thấp bé. [/INST] Non HS. The statement does not contain any explicit or implicit hate speech. It is a neutral observation."
Mày nên dừng ngay việc ủng hộ Ân xá nếu không muốn tụi nhập cư lậu sống nhờ vào nước Mỹ!,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mày nên dừng ngay việc ủng hộ Ân xá nếu không muốn tụi nhập cư lậu sống nhờ vào nước Mỹ! [/INST] Explicit HS."
"Không có đứa Do Thái nào có trái tim tốt, tụi nó nên bỏ đạo đi vì chỉ làm hại xã hội của chúng ta thôi.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Không có đứa Do Thái nào có trái tim tốt, tụi nó nên bỏ đạo đi vì chỉ làm hại xã hội của chúng ta thôi. [/INST] Explicit HS."
"Trong ngần ấy năm quanh quẩn với họ, tôi chưa bao giờ thấy ai thoát khỏi cái ""luật bất thành văn"" này cả.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Trong ngần ấy năm quanh quẩn với họ, tôi chưa bao giờ thấy ai thoát khỏi cái ""luật bất thành văn"" này cả. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
Con đĩ béo này cứ dám động đến con tao là tao muốn lôi cổ con đấy ra mà cho một trận!,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Con đĩ béo này cứ dám động đến con tao là tao muốn lôi cổ con đấy ra mà cho một trận! [/INST] Explicit HS. The use of the word ""dám"" (dare) and ""lôi cổ"" (drag out) implies a direct and hostile intent towards the person addressed."
"Có lý do họ được gọi là những người được chọn, vì họ được ""trời phú"" khả năng làm việc không ai khác muốn làm.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Có lý do họ được gọi là những người được chọn, vì họ được ""trời phú"" khả năng làm việc không ai khác muốn làm. [/INST] Non HS. The passage does not contain any explicit or implicit hate speech. It is neutral in tone."
Mình còn phải đợi bao lâu nữa để họ thôi vờ vịt tự lo cho bản thân nhỉ?,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mình còn phải đợi bao lâu nữa để họ thôi vờ vịt tự lo cho bản thân nhỉ? [/INST] Implicit HS. The use of the phrase ""vờ vịt tự lo"" (meaning ""acting high and mighty"" or ""putting on airs"") implies a hidden disdain or contempt towards the people being referred to."
"@ScottishSun Bà Sturgeon trả lời xem, nếu Scotland ở lại Châu Âu thì sẽ có kiểm soát dân nhập cư không, hay lại trời đất thêm những kẻ ăn xin nữa?",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: @ScottishSun Bà Sturgeon trả lời xem, nếu Scotland ở lại Châu Âu thì sẽ có kiểm soát dân nhập cư không, hay lại trời đất thêm những kẻ ăn xin nữa? [/INST] Explicit HS. The Scottish Sun's question directly implies a negative sentiment towards immigrants."
"điều tốt nhất khi gặp người mới là thông báo ngay rằng bạn không có chút gì thành kiến với họ, đặc biệt là với hội phá phách ấy mà.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: điều tốt nhất khi gặp người mới là thông báo ngay rằng bạn không có chút gì thành kiến với họ, đặc biệt là với hội phá phách ấy mà. [/INST] Explicit HS."
Mừng vì không phải đàn ông nào cũng như thế và buồn vì có phụ nữ thế này...,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mừng vì không phải đàn ông nào cũng như thế và buồn vì có phụ nữ thế này... [/INST] Implicit HS. The statement ""buồn vì có phụ nữ thế này"" could be interpreted as expressing displeasure or contempt towards certain women, but it is not as direct or explicit as a statement like ""I hate women."""
Phụ nữ mà không biết chỗ của mình thì thôi cũng nên ở nhà với chồng hay gia đình anh ấy.,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Phụ nữ mà không biết chỗ của mình thì thôi cũng nên ở nhà với chồng hay gia đình anh ấy. [/INST] Implicit HS. The statement implies a sense of discontent or dissatisfaction with being away from home, but it does not directly attack or insult anyone."
"Vô tình thấy cảnh này, đúng là không bằng mọi rợ, vậy mà vẫn có mấy chị phụ nữ cấp tiến cứ bảo đa văn hóa tốt và chúng ta đều như nhau.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Vô tình thấy cảnh này, đúng là không bằng mọi rợ, vậy mà vẫn có mấy chị phụ nữ cấp tiến cứ bảo đa văn hóa tốt và chúng ta đều như nhau. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
